net_idx,inject_time_us,network,num_inputs
325,6609,alexnet,7
326,6668,alexnet,5
327,6678,resnet18,10
328,6704,vgg16,9
329,6724,alexnet,10
330,6735,vgg16,6
331,6744,resnet18,8
332,6756,alexnet,1
333,6777,alexnet,6
334,6786,alexnet,5
335,6800,alexnet,8
336,6804,alexnet,1
337,6851,alexnet,4
338,6867,vgg16,8
339,6889,vgg16,3
340,6906,resnet18,10
341,6907,resnet18,6
342,6910,alexnet,3
343,6983,vgg16,8
344,7013,vgg16,4
345,7015,vgg16,7
346,7030,alexnet,6
347,7034,alexnet,9
348,7047,alexnet,4
349,7047,alexnet,1
350,7067,alexnet,2
351,7093,vgg16,2
352,7101,alexnet,4
353,7162,resnet18,6
354,7210,vgg16,3
355,7210,resnet18,3
356,7214,vgg16,6
357,7231,vgg16,3
358,7266,vgg16,1
359,7342,resnet18,10
360,7345,vgg16,7
361,7345,alexnet,1
362,7348,resnet18,10
363,7349,resnet18,9
364,7349,alexnet,6
365,7381,resnet18,6
366,7392,alexnet,4
367,7410,alexnet,5
368,7419,vgg16,7
369,7424,resnet18,7
370,7430,alexnet,6
371,7459,vgg16,5
372,7504,alexnet,7
373,7509,vgg16,1
374,7511,alexnet,9
375,7534,alexnet,3
376,7562,alexnet,1
377,7590,alexnet,9
378,7599,vgg16,4
379,7628,resnet18,1
380,7641,resnet18,1
381,7658,vgg16,5
382,7661,alexnet,2
383,7676,alexnet,5
384,7714,resnet18,3
385,7725,alexnet,7
386,7731,alexnet,10
387,7761,vgg16,8
388,7789,alexnet,1
389,7803,vgg16,3
390,7814,resnet18,9
391,7841,alexnet,9
392,7841,alexnet,2
393,7852,alexnet,9
394,7895,resnet18,4
395,7918,resnet18,10
396,7936,alexnet,6
397,7981,vgg16,6
398,7986,vgg16,1
399,8021,resnet18,7
400,8041,vgg16,10
401,8066,alexnet,10
402,8067,resnet18,1
403,8067,vgg16,1
404,8082,vgg16,5
405,8091,vgg16,6
406,8096,vgg16,5
407,8107,vgg16,10
408,8111,alexnet,4
409,8118,alexnet,9
410,8138,resnet18,1
411,8177,alexnet,5
412,8189,alexnet,3
413,8206,alexnet,9
414,8209,alexnet,7
415,8258,vgg16,7
416,8264,resnet18,8
417,8271,vgg16,6
418,8272,alexnet,4
419,8290,vgg16,5
420,8302,resnet18,7
421,8319,vgg16,5
422,8339,alexnet,8
423,8361,vgg16,6
424,8377,vgg16,9
425,8405,resnet18,9
426,8420,resnet18,6
427,8420,resnet18,6
428,8477,resnet18,2
429,8483,resnet18,4
430,8505,vgg16,7
431,8559,alexnet,9
432,8563,resnet18,5
433,8565,vgg16,3
434,8623,resnet18,5
435,8647,resnet18,1
436,8675,alexnet,5
437,8685,vgg16,10
438,8705,vgg16,7
439,8774,vgg16,8
440,8793,resnet18,5
441,8799,vgg16,1
442,8810,vgg16,6
443,8877,resnet18,10
444,8878,alexnet,7
445,8940,vgg16,5
446,9047,vgg16,10
447,9049,vgg16,4
448,9074,vgg16,6
449,9094,alexnet,2
450,9117,alexnet,10
451,9139,resnet18,10
452,9169,vgg16,2
453,9197,vgg16,8
454,9200,alexnet,2
455,9207,resnet18,7
456,9274,vgg16,4
457,9307,resnet18,6
458,9328,vgg16,5
459,9338,vgg16,1
460,9344,vgg16,2
461,9353,alexnet,1
462,9376,alexnet,8
463,9426,vgg16,7
464,9428,resnet18,2
465,9448,alexnet,8
466,9464,vgg16,2
467,9516,alexnet,6
468,9517,alexnet,8
469,9552,vgg16,9
470,9554,vgg16,7
471,9575,resnet18,1
472,9584,resnet18,2
473,9622,resnet18,6
474,9623,vgg16,5
475,9630,vgg16,3
476,9661,vgg16,10
477,9669,resnet18,2
478,9689,alexnet,5
479,9784,resnet18,8
480,9808,alexnet,8
481,9813,alexnet,1
482,9827,vgg16,2
483,9848,resnet18,10
484,9851,resnet18,5
485,9870,vgg16,5
486,9875,resnet18,4
487,9887,vgg16,3
488,9908,vgg16,2
489,9911,resnet18,4
490,9918,resnet18,8
491,9951,resnet18,5
492,9985,resnet18,7
493,9996,resnet18,4
494,10002,resnet18,2
495,10022,vgg16,1
496,10039,resnet18,4
497,10072,vgg16,5
498,10084,alexnet,7
499,10095,alexnet,6
500,10107,vgg16,1
501,10132,alexnet,6
502,10144,resnet18,5
503,10176,alexnet,4
504,10194,alexnet,1
505,10210,vgg16,2
506,10226,alexnet,7
507,10241,resnet18,7
508,10241,alexnet,3
509,10267,resnet18,10
510,10280,alexnet,8
511,10291,resnet18,7
512,10304,resnet18,6
513,10307,alexnet,2
514,10319,alexnet,7
515,10322,vgg16,2
516,10330,vgg16,8
517,10339,resnet18,3
518,10382,resnet18,4
519,10388,alexnet,4
520,10406,alexnet,1
521,10453,resnet18,5
522,10464,vgg16,6
523,10495,alexnet,6
524,10513,resnet18,8
525,10562,vgg16,9
526,10587,vgg16,8
527,10615,vgg16,5
528,10627,resnet18,6
529,10629,resnet18,9
530,10656,resnet18,5
531,10657,vgg16,4
532,10667,resnet18,8
533,10676,vgg16,9
534,10676,vgg16,5
535,10684,vgg16,2
536,10686,alexnet,10
537,10692,vgg16,3
538,10695,alexnet,4
539,10718,alexnet,9
540,10728,resnet18,8
541,10754,resnet18,7
542,10756,alexnet,5
543,10800,alexnet,8
544,10823,vgg16,10
545,10853,vgg16,3
546,10886,resnet18,6
547,10888,alexnet,3
548,10890,resnet18,6
549,10897,resnet18,6
550,10920,resnet18,1
551,10935,alexnet,1
552,10942,vgg16,10
553,10960,vgg16,3
554,10968,vgg16,7
555,10975,vgg16,8
556,10998,resnet18,7
557,11087,resnet18,5
558,11098,vgg16,6
559,11111,resnet18,1
560,11153,vgg16,10
561,11172,alexnet,10
562,11174,vgg16,8
563,11175,vgg16,9
564,11177,resnet18,9
565,11212,vgg16,4
566,11219,vgg16,10
567,11239,vgg16,3
568,11284,vgg16,6
569,11294,vgg16,2
570,11309,resnet18,2
571,11316,alexnet,4
572,11363,vgg16,4
573,11371,resnet18,4
574,11379,vgg16,6
575,11409,vgg16,1
576,11415,alexnet,9
577,11443,vgg16,8
578,11467,resnet18,7
579,11469,vgg16,10
580,11485,resnet18,1
581,11486,vgg16,2
582,11511,resnet18,5
583,11518,resnet18,9
584,11520,alexnet,6
585,11537,alexnet,2
586,11568,resnet18,1
587,11572,resnet18,5
588,11577,alexnet,5
589,11582,vgg16,4
590,11587,vgg16,7
591,11608,resnet18,9
592,11621,resnet18,8
593,11623,alexnet,6
594,11638,alexnet,9
595,11650,alexnet,4
596,11653,alexnet,10
597,11665,alexnet,3
598,11688,vgg16,1
599,11715,resnet18,4
600,11724,vgg16,8
601,11739,resnet18,2
602,11748,vgg16,7
603,11775,alexnet,9
604,11791,vgg16,1
605,11797,resnet18,4
606,11809,vgg16,2
607,11809,vgg16,7
608,11835,alexnet,4
609,11835,resnet18,4
610,11873,vgg16,1
611,11984,alexnet,9
612,11992,vgg16,1
613,11999,resnet18,10
614,12012,resnet18,9
615,12012,vgg16,5
616,12033,alexnet,2
617,12047,resnet18,3
618,12073,resnet18,1
619,12107,alexnet,3
620,12184,resnet18,10
621,12218,resnet18,8
622,12221,vgg16,2
623,12269,resnet18,3
624,12295,resnet18,1
625,12312,vgg16,3
626,12313,resnet18,10
627,12335,alexnet,7
628,12347,vgg16,9
629,12391,vgg16,4
630,12393,vgg16,3
631,12415,vgg16,5
632,12420,alexnet,1
633,12451,vgg16,6
634,12473,resnet18,1
635,12493,vgg16,1
636,12503,vgg16,7
637,12511,vgg16,4
638,12607,alexnet,9
639,12645,vgg16,10
640,12673,alexnet,9
641,12714,alexnet,1
642,12754,resnet18,1
643,12785,vgg16,7
644,12814,vgg16,3
645,12816,vgg16,5
646,12837,resnet18,6
647,12840,resnet18,2
648,12850,resnet18,2
649,12868,alexnet,7
650,12906,resnet18,6
651,12958,resnet18,5
652,12980,resnet18,5
653,13026,alexnet,4
654,13029,alexnet,9
655,13034,alexnet,10
656,13051,vgg16,9
657,13053,vgg16,2
658,13059,resnet18,5
659,13099,resnet18,6
660,13161,resnet18,10
661,13169,vgg16,2
662,13193,alexnet,9
663,13208,resnet18,7
664,13221,alexnet,1
665,13247,alexnet,8
666,13247,alexnet,1
667,13330,resnet18,6
668,13330,alexnet,1
669,13348,resnet18,3
670,13363,alexnet,7
671,13390,resnet18,10
672,13392,alexnet,5
673,13420,resnet18,5
674,13439,resnet18,8
675,13460,alexnet,1
676,13497,resnet18,4
677,13500,resnet18,7
678,13556,alexnet,2
679,13586,alexnet,10
680,13588,resnet18,7
681,13602,alexnet,1
682,13604,resnet18,9
683,13604,vgg16,10
684,13609,vgg16,2
685,13645,vgg16,2
686,13666,vgg16,5
687,13678,resnet18,1
688,13716,alexnet,6
689,13768,alexnet,9
690,13775,alexnet,9
691,13781,resnet18,8
692,13782,vgg16,8
693,13790,alexnet,2
694,13815,alexnet,2
695,13820,alexnet,10
696,13839,resnet18,3
697,13839,alexnet,4
698,13913,alexnet,3
699,13933,alexnet,10
700,13944,vgg16,5
701,13945,vgg16,10
702,13994,vgg16,2
703,14081,vgg16,3
704,14090,vgg16,10
705,14116,vgg16,7
706,14191,vgg16,3
707,14220,alexnet,5
708,14240,alexnet,7
709,14246,vgg16,5
710,14256,resnet18,1
711,14261,alexnet,7
712,14268,alexnet,6
713,14295,alexnet,8
714,14306,alexnet,1
715,14319,vgg16,1
716,14331,resnet18,10
717,14391,vgg16,3
718,14438,vgg16,2
719,14439,vgg16,9
720,14442,alexnet,4
721,14476,alexnet,6
722,14521,vgg16,8
723,14550,alexnet,8
724,14552,resnet18,4
725,14566,vgg16,1
726,14569,alexnet,6
727,14691,vgg16,3
728,14692,vgg16,8
729,14699,vgg16,6
730,14719,resnet18,7
731,14737,alexnet,6
732,14739,resnet18,2
733,14741,alexnet,8
734,14747,vgg16,6
735,14780,alexnet,9
736,14812,alexnet,6
737,14904,vgg16,1
738,14911,alexnet,8
739,14916,alexnet,6
740,14917,resnet18,4
741,14942,vgg16,8
742,14962,alexnet,2
743,14965,resnet18,6
744,14985,vgg16,10
745,15056,vgg16,7
746,15062,vgg16,4
747,15068,alexnet,4
748,15076,alexnet,10
749,15086,resnet18,6
750,15107,vgg16,10
751,15117,resnet18,6
752,15122,vgg16,5
753,15155,resnet18,5
754,15165,resnet18,6
755,15174,resnet18,4
756,15220,alexnet,6
757,15229,alexnet,10
758,15235,alexnet,3
759,15235,alexnet,10
760,15252,alexnet,7
761,15256,alexnet,8
762,15258,resnet18,8
763,15269,vgg16,9
764,15292,resnet18,8
765,15295,vgg16,4
766,15318,alexnet,1
767,15330,alexnet,5
768,15356,resnet18,7
769,15380,vgg16,8
770,15388,vgg16,6
771,15394,resnet18,4
772,15425,vgg16,3
773,15436,vgg16,3
774,15452,resnet18,10
775,15465,vgg16,7
776,15478,alexnet,10
777,15559,alexnet,9
778,15616,alexnet,1
779,15636,vgg16,2
780,15650,resnet18,9
781,15659,alexnet,5
782,15718,resnet18,10
783,15727,alexnet,10
784,15739,resnet18,9
785,15771,alexnet,7
786,15782,alexnet,5
787,15786,vgg16,4
788,15796,alexnet,4
789,15827,vgg16,9
790,15842,alexnet,8
791,15912,vgg16,9
792,15913,alexnet,6
793,15958,resnet18,7
794,15965,resnet18,6
795,15969,resnet18,3
796,15990,resnet18,5
797,16003,resnet18,7
798,16015,vgg16,1
799,16022,vgg16,1
800,16046,vgg16,9
801,16047,alexnet,4
802,16058,resnet18,3
803,16066,alexnet,4
804,16088,vgg16,9
805,16090,vgg16,8
806,16093,vgg16,5
807,16150,resnet18,10
808,16151,resnet18,10
809,16167,vgg16,8
810,16182,alexnet,3
811,16209,vgg16,9
812,16222,alexnet,6
813,16235,alexnet,10
814,16254,alexnet,2
815,16266,alexnet,1
816,16316,alexnet,4
817,16342,resnet18,10
818,16353,resnet18,10
819,16358,vgg16,2
820,16379,vgg16,6
821,16380,resnet18,6
822,16409,alexnet,9
823,16423,vgg16,4
824,16448,vgg16,9
825,16586,vgg16,1
826,16607,vgg16,1
827,16631,alexnet,9
828,16648,vgg16,8
829,16652,resnet18,10
830,16657,alexnet,3
831,16687,vgg16,9
832,16701,vgg16,3
833,16766,resnet18,1
834,16786,resnet18,8
835,16797,resnet18,7
836,16842,vgg16,8
837,16874,vgg16,9
838,16908,vgg16,7
839,16912,resnet18,10
840,16932,alexnet,10
841,16947,vgg16,2
842,16971,vgg16,8
843,16974,resnet18,4
844,16983,vgg16,2
845,16993,alexnet,4
846,17054,alexnet,7
847,17076,resnet18,2
848,17146,vgg16,3
849,17156,vgg16,5
850,17177,vgg16,4
851,17193,vgg16,1
852,17230,alexnet,7
853,17247,alexnet,8
854,17278,resnet18,10
855,17282,vgg16,4
856,17283,vgg16,2
857,17294,resnet18,3
858,17344,vgg16,1
859,17353,alexnet,4
860,17438,vgg16,1
861,17440,vgg16,6
862,17454,vgg16,3
863,17466,vgg16,6
864,17617,vgg16,1
865,17627,resnet18,2
866,17627,vgg16,2
867,17657,resnet18,3
868,17678,alexnet,3
869,17698,vgg16,10
870,17716,alexnet,10
871,17730,alexnet,9
872,17737,vgg16,7
873,17741,vgg16,9
874,17746,vgg16,9
875,17808,resnet18,9
876,17846,alexnet,6
877,17847,vgg16,2
878,17879,vgg16,1
879,17897,vgg16,5
880,17900,vgg16,1
881,17930,alexnet,6
882,17957,vgg16,1
883,17969,resnet18,9
884,17995,vgg16,10
885,18024,vgg16,2
886,18035,alexnet,7
887,18048,vgg16,2
888,18095,vgg16,5
889,18098,resnet18,4
890,18106,resnet18,5
891,18170,vgg16,5
892,18178,alexnet,9
893,18186,vgg16,2
894,18208,vgg16,2
895,18222,resnet18,7
896,18259,alexnet,2
897,18308,vgg16,7
898,18313,alexnet,7
899,18406,alexnet,3
900,18470,alexnet,9
901,18496,vgg16,2
902,18506,alexnet,8
903,18522,alexnet,4
904,18533,vgg16,9
905,18560,alexnet,8
906,18570,vgg16,6
907,18585,alexnet,1
908,18598,alexnet,3
909,18610,resnet18,3
910,18629,resnet18,3
911,18650,resnet18,7
912,18670,resnet18,6
913,18690,vgg16,4
914,18692,alexnet,1
915,18692,alexnet,3
916,18703,vgg16,6
917,18777,resnet18,6
918,18778,vgg16,6
919,18780,resnet18,10
920,18787,resnet18,8
921,18795,alexnet,10
922,18808,resnet18,9
923,18897,resnet18,3
924,18988,alexnet,2
925,19012,resnet18,6
926,19024,vgg16,4
927,19039,alexnet,8
928,19073,vgg16,10
929,19079,alexnet,6
930,19101,alexnet,10
931,19117,vgg16,6
932,19180,resnet18,3
933,19201,alexnet,6
934,19246,vgg16,2
935,19259,resnet18,2
936,19276,vgg16,6
937,19281,resnet18,3
938,19310,resnet18,5
939,19316,resnet18,2
940,19316,vgg16,10
941,19357,vgg16,4
942,19392,resnet18,9
943,19394,vgg16,7
944,19395,resnet18,5
945,19396,vgg16,6
946,19440,alexnet,3
947,19440,vgg16,10
948,19454,resnet18,6
949,19458,vgg16,1
950,19459,alexnet,4
951,19475,vgg16,3
952,19477,alexnet,5
953,19515,resnet18,7
954,19577,alexnet,9
955,19584,vgg16,1
956,19622,alexnet,10
957,19625,alexnet,4
958,19632,alexnet,4
959,19670,resnet18,5
960,19687,resnet18,8
961,19690,vgg16,10
962,19709,resnet18,5
963,19732,alexnet,5
964,19776,alexnet,3
965,19778,resnet18,1
966,19796,vgg16,3
967,19804,resnet18,7
968,19807,vgg16,3
969,19812,vgg16,5
970,19825,resnet18,9
971,19929,resnet18,9
972,19971,alexnet,4
973,19972,resnet18,1
974,20017,resnet18,10
975,20019,vgg16,5
976,20050,vgg16,2
977,20058,resnet18,7
978,20108,resnet18,10
979,20155,resnet18,1
980,20210,alexnet,6
981,20218,alexnet,7
982,20221,resnet18,2
983,20224,alexnet,3
984,20271,resnet18,9
985,20332,resnet18,4
986,20352,vgg16,9
987,20367,vgg16,8
988,20390,vgg16,6
989,20503,resnet18,1
990,20514,alexnet,4
991,20521,alexnet,8
992,20528,resnet18,5
993,20537,vgg16,7
994,20544,alexnet,6
995,20545,resnet18,6
996,20637,alexnet,4
997,20641,vgg16,7
998,20657,vgg16,8
999,20704,resnet18,1
1000,20714,vgg16,8
1001,20714,resnet18,3
1002,20730,alexnet,6
1003,20732,alexnet,1
1004,20771,resnet18,3
1005,20792,alexnet,2
1006,20807,vgg16,2
1007,20814,resnet18,3
1008,20828,vgg16,1
1009,20829,vgg16,4
1010,20844,vgg16,2
1011,20845,vgg16,9
1012,20846,alexnet,10
1013,20856,resnet18,6
1014,20860,resnet18,10
1015,20868,alexnet,2
1016,20897,alexnet,5
1017,20973,resnet18,2
1018,20977,vgg16,2
1019,20977,vgg16,6
1020,20979,resnet18,5
1021,20982,vgg16,1
1022,20998,alexnet,9
1023,21026,resnet18,3
1024,21043,alexnet,6
1025,21044,resnet18,10
1026,21047,resnet18,9
1027,21071,resnet18,6
1028,21078,alexnet,3
1029,21129,alexnet,5
1030,21149,vgg16,10
1031,21160,vgg16,2
1032,21165,alexnet,5
1033,21171,resnet18,4
1034,21174,resnet18,10
1035,21177,alexnet,6
1036,21184,vgg16,7
1037,21243,alexnet,6
1038,21257,vgg16,5
1039,21303,resnet18,9
1040,21314,alexnet,5
1041,21320,vgg16,9
1042,21328,vgg16,3
1043,21343,resnet18,8
1044,21348,alexnet,4
1045,21374,vgg16,10
1046,21387,resnet18,1
1047,21445,vgg16,4
1048,21448,alexnet,5
1049,21468,alexnet,8
1050,21477,resnet18,8
1051,21481,vgg16,8
1052,21486,alexnet,10
1053,21495,vgg16,10
1054,21534,vgg16,6
1055,21557,alexnet,10
1056,21561,vgg16,8
1057,21563,vgg16,3
1058,21602,vgg16,2
1059,21630,resnet18,9
1060,21686,vgg16,8
1061,21698,vgg16,5
1062,21706,alexnet,4
1063,21717,resnet18,6
1064,21746,resnet18,5
1065,21795,resnet18,4
1066,21806,alexnet,3
1067,21816,vgg16,10
1068,21871,vgg16,1
1069,21879,alexnet,3
1070,21883,alexnet,9
1071,21895,resnet18,5
1072,21918,alexnet,9
1073,21960,alexnet,8
1074,22025,vgg16,2
1075,22026,vgg16,4
1076,22026,vgg16,1
1077,22094,vgg16,2
1078,22119,alexnet,8
1079,22132,vgg16,10
1080,22145,alexnet,2
1081,22162,vgg16,5
1082,22231,alexnet,5
1083,22233,vgg16,2
1084,22244,resnet18,7
1085,22303,alexnet,2
1086,22324,vgg16,7
1087,22329,vgg16,10
1088,22329,alexnet,1
1089,22332,vgg16,3
1090,22357,vgg16,5
1091,22359,vgg16,9
1092,22423,resnet18,5
1093,22440,vgg16,4
1094,22442,alexnet,6
1095,22452,alexnet,2
1096,22459,resnet18,10
1097,22485,vgg16,2
1098,22492,alexnet,5
1099,22505,alexnet,2
1100,22531,resnet18,10
1101,22534,resnet18,3
1102,22535,alexnet,10
1103,22544,resnet18,8
1104,22550,resnet18,5
1105,22608,resnet18,5
1106,22660,resnet18,7
1107,22664,vgg16,5
1108,22665,vgg16,2
1109,22670,resnet18,7
1110,22682,alexnet,7
1111,22706,vgg16,3
1112,22725,vgg16,2
1113,22728,resnet18,4
1114,22810,resnet18,2
1115,22834,vgg16,7
1116,22845,resnet18,9
1117,22876,alexnet,9
1118,22899,resnet18,6
1119,22929,vgg16,6
1120,22929,resnet18,5
1121,22930,alexnet,5
1122,22942,resnet18,4
1123,22954,alexnet,1
1124,22958,vgg16,5
1125,22959,resnet18,8
1126,22978,resnet18,10
1127,23012,resnet18,8
1128,23126,vgg16,7
1129,23138,resnet18,5
1130,23143,resnet18,9
1131,23145,vgg16,7
1132,23148,resnet18,6
1133,23201,alexnet,6
1134,23219,alexnet,7
1135,23231,alexnet,3
1136,23239,alexnet,7
1137,23322,resnet18,2
1138,23352,alexnet,4
1139,23363,vgg16,5
1140,23373,resnet18,3
1141,23378,resnet18,5
1142,23379,vgg16,10
1143,23381,alexnet,8
1144,23415,vgg16,1
1145,23426,vgg16,6
1146,23446,vgg16,3
1147,23495,resnet18,5
1148,23500,vgg16,7
1149,23524,vgg16,10
1150,23545,vgg16,2
1151,23571,vgg16,6
1152,23593,alexnet,5
1153,23641,vgg16,8
1154,23672,resnet18,2
