net_idx,inject_time_us,network,num_inputs
180,1717,mobilenet_v3,1
181,1721,resnet34,1
182,1730,alexnet,3
183,1765,vgg16,7
184,1767,vgg16,6
185,1770,resnet18,10
186,1772,mobilenet_v3,8
187,1776,resnet34,1
188,1782,resnet50,8
189,1787,alexnet,1
190,1816,alexnet,3
191,1819,mobilenet_v3,10
192,1837,resnet34,7
193,1837,resnet34,4
194,1847,alexnet,1
195,1866,resnet50,1
196,1883,mobilenet_v3,4
197,1889,mobilenet_v3,2
198,1892,resnet18,10
199,1912,resnet50,9
200,1918,resnet50,2
201,1920,resnet18,7
202,1948,resnet34,9
203,1950,resnet50,5
204,1971,alexnet,10
205,1981,mobilenet_v3,10
206,1983,vgg16,4
207,2001,mobilenet_v3,8
208,2013,resnet34,4
209,2028,alexnet,9
210,2039,resnet50,7
211,2041,alexnet,5
212,2048,resnet50,10
213,2096,mobilenet_v3,2
214,2100,resnet18,2
215,2105,vgg16,9
216,2109,resnet18,10
217,2112,resnet18,9
218,2124,resnet50,9
219,2139,resnet50,4
220,2144,alexnet,6
221,2153,resnet50,8
222,2155,alexnet,1
223,2161,mobilenet_v3,6
224,2163,resnet18,1
225,2178,resnet34,7
226,2201,resnet18,5
227,2205,vgg16,5
228,2221,resnet18,1
229,2238,resnet18,7
230,2264,alexnet,7
231,2269,resnet18,8
232,2287,mobilenet_v3,6
233,2300,resnet34,10
234,2307,resnet18,4
235,2334,resnet50,5
236,2344,resnet50,2
237,2367,mobilenet_v3,2
238,2377,vgg16,6
239,2378,resnet34,9
240,2386,resnet34,1
241,2397,mobilenet_v3,9
242,2406,resnet18,9
243,2412,mobilenet_v3,5
244,2424,resnet18,1
245,2429,resnet34,3
246,2433,vgg16,6
247,2436,resnet18,3
248,2443,resnet50,10
249,2463,resnet50,8
250,2468,mobilenet_v3,8
251,2486,resnet34,4
252,2491,resnet50,9
253,2499,resnet50,5
254,2505,alexnet,10
255,2506,resnet34,5
256,2516,resnet34,3
257,2531,alexnet,4
258,2542,resnet34,8
259,2543,resnet34,7
260,2550,resnet18,1
261,2561,resnet34,1
262,2563,mobilenet_v3,4
263,2566,resnet18,1
264,2569,mobilenet_v3,8
265,2571,alexnet,9
266,2587,vgg16,3
267,2591,resnet18,7
268,2600,vgg16,2
269,2607,alexnet,1
270,2608,resnet50,9
271,2610,resnet50,5
272,2611,resnet34,2
273,2626,resnet34,10
274,2631,resnet50,5
275,2647,alexnet,6
276,2686,resnet34,1
277,2694,mobilenet_v3,1
278,2697,resnet50,6
279,2697,resnet18,10
280,2700,alexnet,7
281,2728,resnet34,1
282,2754,resnet18,6
283,2785,mobilenet_v3,1
284,2793,resnet18,6
285,2794,resnet50,7
286,2805,resnet50,4
287,2807,mobilenet_v3,7
288,2811,mobilenet_v3,8
289,2819,resnet34,3
290,2836,resnet50,2
291,2844,mobilenet_v3,9
292,2850,mobilenet_v3,10
293,2855,vgg16,2
294,2857,vgg16,10
295,2859,alexnet,2
296,2869,resnet18,3
297,2871,resnet18,1
298,2888,mobilenet_v3,7
299,2898,vgg16,4
300,2905,alexnet,6
301,2907,mobilenet_v3,9
302,2910,mobilenet_v3,1
303,2934,mobilenet_v3,8
304,2947,mobilenet_v3,2
305,2950,resnet50,2
306,2960,mobilenet_v3,10
307,2963,mobilenet_v3,8
308,2967,mobilenet_v3,1
309,2986,resnet34,2
310,3003,resnet18,5
311,3044,resnet34,8
312,3049,resnet18,8
313,3061,resnet50,3
314,3065,vgg16,10
315,3070,resnet18,5
316,3097,resnet50,2
317,3107,resnet34,10
318,3119,resnet18,9
319,3128,resnet50,5
320,3149,resnet34,9
321,3151,vgg16,3
322,3155,resnet50,1
323,3159,resnet34,5
324,3191,resnet18,2
325,3191,mobilenet_v3,9
326,3192,vgg16,5
327,3198,resnet50,5
328,3206,resnet50,7
329,3214,resnet50,2
330,3219,vgg16,7
331,3249,resnet18,6
332,3252,resnet18,2
333,3281,resnet50,3
334,3292,resnet34,6
335,3304,resnet18,8
336,3340,resnet34,10
337,3356,mobilenet_v3,7
338,3372,mobilenet_v3,8
339,3373,resnet50,3
340,3376,resnet34,3
341,3391,resnet50,10
342,3392,mobilenet_v3,5
343,3395,resnet18,8
344,3408,resnet34,5
345,3414,resnet18,7
346,3429,mobilenet_v3,9
347,3442,mobilenet_v3,7
348,3473,resnet50,10
349,3493,mobilenet_v3,9
350,3494,mobilenet_v3,2
351,3501,resnet18,5
352,3504,resnet18,2
353,3540,mobilenet_v3,7
354,3540,resnet18,4
355,3543,resnet34,5
356,3558,resnet18,5
357,3574,mobilenet_v3,8
358,3588,resnet18,3
359,3598,resnet18,9
360,3618,resnet18,2
361,3619,resnet18,9
362,3623,resnet18,3
363,3627,alexnet,10
364,3631,resnet34,10
365,3661,resnet18,5
366,3714,resnet34,8
367,3726,resnet34,6
368,3729,vgg16,4
369,3735,resnet18,5
370,3742,alexnet,3
371,3746,resnet50,3
372,3748,resnet34,5
373,3759,resnet50,1
374,3759,resnet50,3
375,3787,resnet34,4
376,3788,vgg16,10
377,3803,mobilenet_v3,6
378,3818,resnet18,10
379,3831,resnet50,9
380,3837,mobilenet_v3,6
381,3850,resnet34,1
382,3857,alexnet,5
383,3859,resnet50,5
384,3863,mobilenet_v3,3
385,3875,mobilenet_v3,3
386,3877,resnet34,1
387,3878,resnet34,6
388,3901,resnet18,6
389,3910,resnet34,7
390,3913,resnet50,2
391,3914,resnet50,4
392,3915,resnet50,7
393,3921,vgg16,5
394,3931,resnet34,5
395,3940,resnet50,1
396,3951,resnet50,5
397,3961,resnet18,9
398,3966,resnet34,6
399,4004,resnet34,6
400,4019,resnet18,10
401,4021,resnet34,2
402,4035,resnet34,6
403,4044,resnet50,8
404,4055,vgg16,6
405,4085,mobilenet_v3,10
406,4099,resnet34,7
407,4100,resnet34,7
408,4103,vgg16,2
409,4110,resnet50,4
410,4113,resnet18,6
411,4119,resnet34,8
412,4152,mobilenet_v3,1
413,4169,resnet34,7
414,4169,resnet50,3
415,4206,resnet34,3
416,4224,alexnet,9
417,4240,mobilenet_v3,8
418,4270,mobilenet_v3,3
419,4286,alexnet,4
420,4287,resnet34,8
421,4291,resnet18,10
422,4293,mobilenet_v3,7
423,4298,mobilenet_v3,3
424,4307,mobilenet_v3,7
425,4323,resnet50,7
426,4331,resnet18,3
427,4337,vgg16,2
428,4338,resnet34,2
429,4344,alexnet,3
430,4352,mobilenet_v3,3
431,4361,mobilenet_v3,8
432,4370,resnet50,2
433,4390,resnet18,7
434,4395,resnet18,2
435,4427,mobilenet_v3,7
436,4431,vgg16,8
437,4432,resnet18,4
438,4444,resnet50,2
439,4479,mobilenet_v3,1
440,4485,mobilenet_v3,7
441,4516,mobilenet_v3,9
442,4529,resnet34,8
443,4537,alexnet,3
444,4552,resnet34,6
445,4566,resnet34,6
446,4580,resnet34,2
447,4582,resnet18,4
448,4628,resnet34,5
449,4633,mobilenet_v3,10
450,4635,resnet34,10
451,4641,resnet50,3
452,4642,resnet18,3
453,4657,resnet18,6
454,4666,resnet50,1
455,4697,mobilenet_v3,9
456,4700,resnet34,2
457,4705,resnet50,3
458,4714,vgg16,10
459,4714,resnet18,9
460,4717,alexnet,4
461,4731,resnet50,6
462,4739,alexnet,1
463,4751,vgg16,6
464,4754,resnet18,6
465,4759,resnet34,7
466,4763,vgg16,10
467,4770,resnet34,1
468,4772,mobilenet_v3,8
469,4773,vgg16,6
470,4777,resnet50,3
471,4787,resnet50,7
472,4789,resnet50,7
473,4811,mobilenet_v3,1
474,4815,resnet50,4
475,4818,vgg16,5
476,4823,resnet34,8
477,4847,resnet34,1
478,4851,resnet50,5
479,4857,resnet50,5
480,4864,resnet50,7
481,4867,vgg16,7
482,4876,resnet34,7
483,4887,resnet34,6
484,4909,resnet34,1
485,4917,alexnet,2
486,4918,alexnet,5
487,4922,resnet18,8
488,4925,resnet50,1
489,4944,resnet18,5
490,4947,alexnet,10
491,4955,resnet18,8
492,4956,resnet18,8
493,4957,alexnet,5
494,4985,mobilenet_v3,10
495,4990,mobilenet_v3,7
496,4999,resnet18,6
497,5029,resnet50,2
498,5035,mobilenet_v3,5
499,5055,mobilenet_v3,2
500,5062,resnet34,4
501,5068,resnet18,8
502,5076,resnet18,7
503,5079,resnet50,7
504,5096,resnet34,6
505,5103,resnet18,10
506,5109,resnet18,5
507,5110,vgg16,5
508,5121,alexnet,1
509,5145,alexnet,6
510,5149,resnet18,5
511,5158,mobilenet_v3,8
512,5171,vgg16,4
513,5178,alexnet,6
514,5185,vgg16,5
515,5192,resnet50,8
516,5196,resnet34,9
517,5197,resnet34,9
518,5218,resnet50,10
519,5260,vgg16,6
520,5261,resnet18,1
521,5263,resnet50,8
522,5270,resnet18,7
523,5327,resnet18,9
524,5328,resnet34,7
525,5332,mobilenet_v3,2
526,5333,resnet34,3
527,5373,resnet34,8
528,5382,mobilenet_v3,6
529,5391,mobilenet_v3,7
530,5416,resnet34,4
531,5424,mobilenet_v3,3
532,5433,resnet34,5
533,5436,resnet50,8
534,5445,mobilenet_v3,5
535,5461,mobilenet_v3,7
536,5473,resnet50,7
537,5476,resnet50,6
538,5480,resnet18,2
539,5481,resnet18,10
540,5507,resnet34,10
541,5525,resnet34,5
542,5534,alexnet,2
543,5534,resnet50,10
544,5556,resnet50,5
545,5566,resnet18,6
546,5572,mobilenet_v3,6
547,5594,mobilenet_v3,2
548,5597,mobilenet_v3,9
549,5607,resnet18,1
550,5617,resnet50,3
551,5630,resnet18,9
552,5636,vgg16,7
553,5644,resnet50,4
554,5673,vgg16,3
555,5682,resnet34,4
556,5687,resnet18,9
557,5695,resnet34,6
558,5711,mobilenet_v3,1
559,5714,resnet34,4
560,5717,alexnet,6
561,5737,mobilenet_v3,8
562,5739,mobilenet_v3,1
563,5744,resnet18,10
564,5759,resnet50,4
565,5764,resnet34,1
566,5773,vgg16,6
567,5781,vgg16,3
568,5784,resnet50,7
569,5786,resnet18,9
570,5803,resnet50,1
571,5810,resnet34,7
572,5816,mobilenet_v3,5
573,5837,resnet50,10
574,5850,mobilenet_v3,10
575,5855,mobilenet_v3,4
576,5860,mobilenet_v3,5
577,5870,resnet18,2
578,5872,resnet50,7
579,5901,resnet18,1
580,5907,resnet50,8
581,5908,resnet18,4
582,5916,resnet18,6
583,5927,mobilenet_v3,6
584,5929,alexnet,4
585,5929,resnet34,6
586,5934,resnet34,4
587,5938,alexnet,10
588,5967,vgg16,1
589,5968,resnet50,5
590,5968,resnet18,8
591,5979,alexnet,9
592,5989,alexnet,5
593,5994,resnet18,10
594,6010,resnet34,6
595,6033,resnet34,7
596,6059,vgg16,5
597,6060,resnet34,2
598,6062,mobilenet_v3,10
599,6078,resnet34,7
600,6084,vgg16,6
601,6099,alexnet,5
602,6106,resnet50,7
603,6107,resnet18,3
604,6108,resnet34,3
605,6110,mobilenet_v3,7
606,6120,resnet18,10
607,6130,resnet18,5
608,6146,resnet50,5
609,6170,resnet18,5
610,6203,resnet18,4
611,6207,alexnet,10
612,6211,resnet50,3
613,6217,mobilenet_v3,5
614,6220,mobilenet_v3,4
615,6230,mobilenet_v3,2
616,6234,resnet50,2
617,6242,resnet34,10
618,6252,resnet34,6
619,6279,resnet34,8
620,6284,resnet50,1
621,6284,mobilenet_v3,9
622,6284,resnet34,2
623,6289,resnet34,9
624,6297,resnet34,2
625,6315,alexnet,8
626,6318,resnet50,6
627,6319,resnet18,6
628,6325,mobilenet_v3,5
629,6337,resnet18,8
630,6340,vgg16,3
631,6343,mobilenet_v3,5
632,6356,vgg16,10
633,6369,resnet34,7
634,6388,resnet50,10
635,6399,alexnet,2
636,6400,alexnet,9
637,6400,alexnet,4
638,6403,mobilenet_v3,7
639,6421,mobilenet_v3,6
640,6428,vgg16,5
641,6439,vgg16,8
642,6441,resnet34,8
643,6461,resnet50,2
644,6477,resnet50,4
645,6486,resnet50,10
646,6496,resnet50,9
647,6523,resnet50,3
648,6537,mobilenet_v3,8
649,6546,resnet18,8
650,6547,mobilenet_v3,5
651,6549,resnet18,5
652,6556,resnet50,5
653,6559,alexnet,6
654,6572,resnet18,1
655,6576,resnet50,1
656,6578,resnet34,5
657,6583,resnet34,2
658,6593,resnet18,10
659,6596,alexnet,3
660,6620,mobilenet_v3,1
661,6621,mobilenet_v3,2
662,6677,vgg16,6
663,6703,mobilenet_v3,2
664,6708,mobilenet_v3,9
665,6709,resnet18,3
666,6716,resnet18,3
667,6727,alexnet,3
668,6727,mobilenet_v3,1
669,6735,resnet18,4
670,6750,resnet34,6
671,6768,resnet34,8
672,6774,resnet34,6
673,6774,resnet50,1
674,6776,resnet50,10
675,6778,resnet18,3
676,6782,mobilenet_v3,10
677,6782,mobilenet_v3,8
678,6800,resnet50,5
679,6800,resnet34,2
680,6805,resnet34,5
681,6813,mobilenet_v3,9
682,6819,resnet18,2
683,6821,resnet50,2
684,6822,mobilenet_v3,7
685,6824,vgg16,4
686,6829,resnet50,8
687,6838,resnet18,6
688,6839,resnet18,10
689,6844,resnet34,4
690,6855,resnet50,1
691,6866,vgg16,8
692,6886,resnet34,7
693,6893,resnet50,10
694,6902,mobilenet_v3,6
695,6914,resnet50,4
696,6921,vgg16,1
697,6926,mobilenet_v3,6
698,6928,mobilenet_v3,2
699,6933,resnet18,3
700,6954,resnet50,1
701,6975,resnet50,10
702,6985,vgg16,3
703,6990,resnet50,9
704,7032,resnet50,9
705,7034,resnet18,7
706,7046,resnet34,3
707,7057,resnet34,3
708,7069,vgg16,9
709,7079,resnet18,3
710,7098,resnet34,1
711,7117,resnet34,3
712,7132,resnet18,2
713,7136,alexnet,2
714,7151,resnet34,1
715,7164,resnet50,3
716,7165,resnet50,5
717,7169,resnet50,3
718,7180,mobilenet_v3,1
719,7184,vgg16,2
720,7196,vgg16,4
721,7232,resnet18,2
722,7248,resnet50,9
723,7258,mobilenet_v3,4
724,7266,resnet34,8
725,7267,mobilenet_v3,1
726,7277,resnet34,6
727,7288,mobilenet_v3,2
728,7302,resnet34,1
729,7308,resnet50,4
730,7314,vgg16,3
731,7328,mobilenet_v3,4
732,7334,vgg16,6
733,7350,vgg16,9
734,7356,resnet50,2
735,7372,alexnet,9
736,7376,resnet34,9
737,7399,resnet18,4
738,7401,resnet34,6
739,7409,alexnet,1
740,7416,vgg16,10
741,7429,alexnet,6
742,7449,resnet34,1
743,7460,alexnet,8
744,7480,resnet18,6
745,7481,alexnet,3
746,7481,resnet18,9
747,7484,vgg16,5
748,7487,mobilenet_v3,7
749,7487,vgg16,4
750,7494,resnet34,5
751,7510,resnet50,5
752,7519,resnet34,9
753,7521,resnet18,3
754,7521,resnet34,4
755,7543,vgg16,4
756,7546,resnet34,10
757,7550,mobilenet_v3,3
758,7552,resnet34,7
759,7552,resnet18,4
760,7579,alexnet,10
761,7588,vgg16,9
762,7590,resnet50,4
763,7595,mobilenet_v3,9
764,7623,mobilenet_v3,7
765,7627,resnet34,1
766,7627,resnet18,7
767,7640,resnet18,7
768,7641,alexnet,9
769,7671,resnet50,5
770,7679,resnet18,6
771,7679,alexnet,10
772,7683,vgg16,3
773,7691,resnet18,1
774,7692,mobilenet_v3,6
775,7704,resnet34,5
776,7717,resnet34,10
777,7729,vgg16,3
778,7733,resnet18,4
779,7744,resnet50,2
780,7762,resnet50,3
781,7764,vgg16,3
782,7770,resnet50,1
783,7778,resnet50,8
784,7792,resnet34,7
785,7799,resnet50,10
786,7805,resnet34,7
787,7828,vgg16,1
788,7831,resnet18,10
789,7838,resnet18,5
790,7842,mobilenet_v3,8
791,7852,resnet18,10
792,7866,resnet18,9
793,7869,resnet50,10
794,7882,alexnet,9
795,7894,resnet50,1
796,7909,resnet34,10
797,7919,mobilenet_v3,9
798,7921,mobilenet_v3,6
799,7954,vgg16,7
800,7961,resnet18,9
801,7967,mobilenet_v3,5
802,7996,mobilenet_v3,3
803,7998,resnet34,10
804,7999,resnet18,9
805,8064,mobilenet_v3,6
806,8068,vgg16,8
807,8069,resnet34,3
808,8080,mobilenet_v3,2
809,8092,resnet34,5
810,8109,mobilenet_v3,8
811,8124,resnet18,8
812,8138,resnet34,2
813,8157,resnet34,6
814,8170,alexnet,9
815,8177,mobilenet_v3,10
816,8181,alexnet,6
817,8181,mobilenet_v3,10
818,8189,mobilenet_v3,3
819,8193,mobilenet_v3,8
820,8201,mobilenet_v3,3
821,8206,resnet18,4
822,8212,resnet18,1
823,8212,mobilenet_v3,8
824,8225,mobilenet_v3,3
825,8228,resnet34,7
826,8231,resnet50,5
827,8235,vgg16,4
828,8254,mobilenet_v3,7
829,8256,mobilenet_v3,7
830,8263,mobilenet_v3,1
831,8264,resnet50,9
832,8283,resnet18,6
833,8293,mobilenet_v3,5
834,8304,resnet18,4
835,8318,alexnet,3
836,8350,resnet50,10
837,8372,resnet18,1
838,8383,vgg16,5
839,8413,mobilenet_v3,7
840,8416,resnet18,10
841,8435,resnet34,3
842,8436,alexnet,9
843,8441,mobilenet_v3,3
844,8445,resnet18,4
845,8453,resnet50,4
846,8461,resnet18,7
847,8479,resnet18,9
848,8480,mobilenet_v3,3
849,8481,mobilenet_v3,3
850,8488,resnet34,4
851,8496,resnet34,10
852,8497,resnet18,4
853,8500,resnet18,7
854,8521,resnet18,1
855,8523,resnet50,4
856,8528,vgg16,6
857,8529,resnet50,9
858,8540,mobilenet_v3,5
859,8550,resnet18,8
860,8552,resnet50,6
861,8561,resnet34,4
862,8568,resnet34,8
863,8580,mobilenet_v3,4
864,8589,mobilenet_v3,10
865,8597,resnet50,1
866,8604,mobilenet_v3,8
867,8605,resnet34,4
868,8610,resnet18,10
869,8612,resnet34,7
870,8630,resnet50,5
871,8630,resnet34,2
872,8642,resnet18,4
873,8655,resnet34,10
874,8664,mobilenet_v3,9
875,8668,resnet34,5
876,8680,alexnet,10
877,8682,resnet34,1
878,8683,resnet34,9
879,8690,resnet18,6
880,8702,resnet50,5
881,8703,resnet50,3
882,8706,mobilenet_v3,9
883,8708,alexnet,2
884,8715,alexnet,2
885,8718,resnet34,1
886,8741,mobilenet_v3,8
887,8741,mobilenet_v3,1
888,8742,resnet34,7
889,8744,resnet18,2
890,8760,mobilenet_v3,8
891,8764,resnet50,3
892,8767,mobilenet_v3,4
893,8802,resnet50,8
894,8804,resnet34,10
895,8812,mobilenet_v3,3
896,8829,alexnet,5
897,8831,resnet34,2
898,8840,resnet50,7
899,8843,alexnet,5
900,8843,mobilenet_v3,3
901,8860,resnet18,3
902,8861,resnet50,8
903,8862,alexnet,10
904,8877,resnet18,1
905,8891,vgg16,2
906,8901,resnet50,6
907,8965,mobilenet_v3,6
908,8995,resnet50,3
909,9016,vgg16,10
910,9053,resnet18,6
911,9055,resnet18,9
912,9064,mobilenet_v3,4
913,9066,resnet50,1
914,9074,mobilenet_v3,4
915,9089,mobilenet_v3,2
916,9093,resnet18,2
917,9100,resnet18,2
918,9109,vgg16,9
919,9113,resnet18,8
920,9118,vgg16,2
921,9123,mobilenet_v3,2
922,9124,resnet50,1
923,9139,resnet50,4
924,9177,mobilenet_v3,5
925,9191,vgg16,1
926,9202,resnet34,4
927,9208,resnet18,4
928,9209,mobilenet_v3,9
929,9220,resnet34,6
930,9220,alexnet,8
931,9220,resnet34,8
932,9220,resnet34,7
933,9233,mobilenet_v3,8
934,9268,resnet18,9
935,9278,mobilenet_v3,1
936,9304,resnet50,4
937,9310,resnet34,9
938,9314,alexnet,3
939,9327,resnet34,8
940,9337,resnet34,8
941,9349,resnet34,10
942,9356,mobilenet_v3,2
943,9372,vgg16,5
944,9388,resnet50,10
945,9393,vgg16,6
946,9403,resnet18,3
947,9426,resnet18,2
948,9438,resnet50,6
949,9460,resnet50,5
950,9479,mobilenet_v3,1
951,9484,resnet50,3
952,9488,resnet50,4
953,9488,alexnet,2
954,9492,vgg16,10
955,9502,resnet50,3
956,9523,resnet34,7
957,9533,resnet18,9
958,9536,resnet34,2
959,9536,mobilenet_v3,6
960,9558,vgg16,7
961,9588,resnet18,1
962,9591,resnet50,10
963,9598,resnet18,10
964,9598,resnet18,9
965,9618,vgg16,9
966,9621,mobilenet_v3,4
967,9622,vgg16,5
968,9622,resnet50,7
969,9626,alexnet,6
970,9660,mobilenet_v3,6
971,9664,resnet34,9
972,9684,resnet18,3
973,9686,alexnet,9
974,9691,resnet18,2
975,9719,alexnet,5
976,9739,alexnet,3
977,9744,alexnet,1
978,9770,vgg16,3
979,9809,alexnet,1
980,9812,vgg16,3
981,9818,vgg16,6
982,9820,resnet34,6
983,9821,resnet18,6
984,9823,resnet50,5
985,9823,mobilenet_v3,4
986,9832,mobilenet_v3,10
987,9843,resnet18,4
988,9890,resnet34,7
989,9891,resnet34,2
990,9904,mobilenet_v3,2
991,9912,resnet18,9
992,9937,resnet18,7
993,9956,mobilenet_v3,9
994,9959,mobilenet_v3,10
995,9984,alexnet,4
996,10005,resnet34,10
997,10007,resnet34,1
998,10021,resnet18,1
999,10023,mobilenet_v3,9
1000,10026,resnet18,5
1001,10027,resnet34,6
1002,10028,resnet18,1
1003,10078,alexnet,9
1004,10084,resnet18,2
1005,10099,mobilenet_v3,10
1006,10102,mobilenet_v3,6
1007,10114,resnet34,8
1008,10114,resnet34,1
1009,10120,alexnet,2
1010,10129,resnet18,2
1011,10145,resnet18,7
1012,10146,resnet18,9
1013,10149,resnet50,7
1014,10162,resnet50,1
1015,10196,resnet34,4
1016,10203,mobilenet_v3,6
1017,10212,resnet18,8
1018,10220,resnet50,5
1019,10229,mobilenet_v3,5
1020,10267,resnet34,2
1021,10270,alexnet,8
1022,10283,alexnet,1
1023,10284,resnet50,2
1024,10290,vgg16,3
1025,10295,mobilenet_v3,3
1026,10298,alexnet,8
1027,10306,resnet18,7
1028,10314,mobilenet_v3,10
1029,10325,alexnet,2
1030,10345,resnet50,4
1031,10354,resnet50,9
1032,10361,resnet34,4
1033,10383,resnet18,4
1034,10389,mobilenet_v3,10
1035,10399,resnet50,4
1036,10405,resnet18,5
1037,10410,alexnet,5
1038,10455,resnet18,6
1039,10465,resnet50,9
1040,10470,resnet18,4
1041,10471,resnet50,2
1042,10491,resnet34,4
1043,10492,mobilenet_v3,2
1044,10503,mobilenet_v3,7
1045,10509,resnet34,6
1046,10512,resnet50,7
1047,10519,resnet34,7
1048,10521,mobilenet_v3,5
1049,10550,mobilenet_v3,7
1050,10553,alexnet,7
1051,10567,resnet34,2
1052,10567,resnet50,2
1053,10568,resnet18,6
1054,10572,vgg16,9
1055,10590,resnet34,10
1056,10625,resnet18,7
1057,10628,resnet18,6
1058,10634,vgg16,6
1059,10636,resnet50,7
1060,10639,resnet50,8
1061,10643,resnet34,9
1062,10651,alexnet,6
1063,10655,resnet34,10
1064,10657,mobilenet_v3,5
1065,10658,resnet34,9
1066,10659,resnet50,10
1067,10661,resnet18,1
1068,10681,mobilenet_v3,7
1069,10688,resnet50,7
1070,10689,mobilenet_v3,1
1071,10695,resnet18,3
1072,10704,resnet50,10
1073,10714,resnet18,4
1074,10722,resnet18,8
1075,10724,resnet34,8
1076,10732,mobilenet_v3,1
1077,10747,resnet34,8
1078,10750,resnet50,7
1079,10766,resnet50,5
1080,10769,mobilenet_v3,3
1081,10781,alexnet,3
1082,10783,alexnet,1
1083,10786,resnet50,6
1084,10801,resnet18,1
1085,10813,vgg16,8
1086,10825,resnet34,4
1087,10830,vgg16,2
1088,10831,resnet18,2
1089,10848,mobilenet_v3,8
